drug_claim_name	drug_name	chembl_id	drug_claim_source
CHEMBL29741	IRAMPANEL	CHEMBL29741	ChemblInteractions
LOBAPLATIN			NCI
TETRAMISOLE	TETRAMISOLE	CHEMBL277775	PubChem
TETRAHYDROCANNABINOL			NCI
2152			GuideToPharmacologyInteractions
DAP000004	DASATINIB	CHEMBL1421	TTD
2-MERCAPTOETHANOL	2-MERCAPTOETHANOL	CHEMBL254951	PubChem
FELBAMATE	FELBAMATE	CHEMBL1094	PubChem
7971	XL-019	CHEMBL3545328	GuideToPharmacologyInteractions
IMMUNOTOXIN			NCI
5291			GuideToPharmacologyInteractions
CHEMBL1018	DIENESTROL	CHEMBL1018	ChemblInteractions
LY-465608	CHEMBL25259	CHEMBL25259	PubChem
501	INDORAMIN	CHEMBL279516	GuideToPharmacologyInteractions
OBLIMERSON	OBLIMERSEN SODIUM	CHEMBL2109229	TALC
HEXADECANAL	PALMITALDEHYDE	CHEMBL1235338	PubChem
CHEMBL1200335	TESTOSTERONE ENANTHATE	CHEMBL1200335	ChemblInteractions
SAREDUTANT	SAREDUTANT	CHEMBL308148	TdgClinicalTrial
ISIS-SGLT2RX			TdgClinicalTrial
ARRY-142886	SELUMETINIB	CHEMBL1614701	CIViC
6536	TRIPARANOL	CHEMBL187709	GuideToPharmacologyInteractions
CHEMBL164138	CHEMBL164138	CHEMBL164138	PubChem
PHENFORMIN	PHENFORMIN	CHEMBL170988	PubChem
AV608			TdgClinicalTrial
DUVOGLUSTAT HCL	DUVOGLUSTAT HYDROCHLORIDE	CHEMBL460785	PubChem
A-425619	CHEMBL104028	CHEMBL104028	PubChem
DCL000428			TTD
6390	APIXABAN	CHEMBL231779	GuideToPharmacologyInteractions
BILE SALT STIMULATED LIPASE			TdgClinicalTrial
ALPHA-BENZYL-AMINOBENZYL-PHOSPHONIC ACID	CHEMBL1186230	CHEMBL1186230	PubChem
PC4			NCI
CHEMBL3707183	QUINIDINE SULFATE	CHEMBL3707183	ChemblInteractions
DCL001217	MOXETUMOMAB PASUDOTOX	CHEMBL1743043	TTD
PARATHAR ACETATE	TERIPARATIDE ACETATE	CHEMBL1201549	PubChem
DCL000439	Apomab	CHEMBL2109248	TTD
Cisplatin			OncoKB
DAP000116			TTD
TETRABUTYLAMMONIUM HYDROXIDE	TETRABUTYLAMMONIUM HYDROXIDE	CHEMBL1078154	PubChem
ETIDRONIC ACID MONOHYDRATE	CHEMBL1874205	CHEMBL1874205	PubChem
GATIFLOXACIN	GATIFLOXACIN	CHEMBL31	PubChem
CLOBETASOL	CLOBETASOL	CHEMBL1201362	TEND
CHEMBL2068839	CERC-301	CHEMBL2068839	ChemblInteractions
CHEMBL1751	DIGOXIN	CHEMBL1751	ChemblInteractions
CHEMBL3707253	BEVACIZUMAB 111IN	CHEMBL3707253	ChemblInteractions
L-NOREPHEDRINE HYDROCHLORIDE	RITODRINE HYDROCHLORIDE	CHEMBL1201160	PubChem
5540			GuideToPharmacologyInteractions
SNS01-T			TdgClinicalTrial
GTPL7805	CHEMBL2151176	CHEMBL2151176	PubChem
L-THYROXINE SODIUM SALT PENTAHYDRATE	LEVOTHYROXINE SODIUM	CHEMBL2103741	PubChem
NEXTURASTAT A	NEXTURASTAT A	CHEMBL2179618	PubChem
CHEMBL237786	CHEMBL237786	CHEMBL237786	PubChem
DAP001148	KETAMINE	CHEMBL742	TTD
2780	TACALCITOL	CHEMBL2105611	GuideToPharmacologyInteractions
DAP000694	SEVOFLURANE	CHEMBL1200694	TTD
1298			GuideToPharmacologyInteractions
CILENGITIDE	CILENGITIDE	CHEMBL429876	PubChem
QUINESTROL	QUINESTROL	CHEMBL1201165	PubChem
3254-89-5	DIPHENIDOL HYDROCHLORIDE	CHEMBL1529	PubChem
ROSUVASTATIN	ROSUVASTATIN	CHEMBL1496	TEND
5803	TIRATRICOL	CHEMBL41632	GuideToPharmacologyInteractions
DCL001099	TEZAMPANEL	CHEMBL14935	TTD
DCL000757	CHEMBL270738	CHEMBL270738	TTD
SLV 320	Derenofylline	CHEMBL592435	PubChem
ALN-VSP			TdgClinicalTrial
Tegafur	TEGAFUR	CHEMBL20883	CGI
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID			PubChem
MEFENAMIC ACID	MEFENAMIC ACID	CHEMBL686	TEND
ANTAGON	GANIRELIX ACETATE	CHEMBL1251	PubChem
6160			GuideToPharmacologyInteractions
CHEMBL1200987	EPROSARTAN MESYLATE	CHEMBL1200987	ChemblInteractions
BRIVUDINE	BRIVUDINE	CHEMBL31634	PubChem
NITROUS OXIDE	NITROUS OXIDE	CHEMBL1234579	PubChem
5085			GuideToPharmacologyInteractions
324	HIMBACINE	CHEMBL277642	GuideToPharmacologyInteractions
CHEMBL1812161	VATIQUINONE	CHEMBL1812161	ChemblInteractions
PWT33597			MyCancerGenome
BEZAFIBRATE	BEZAFIBRATE	CHEMBL264374	PubChem
2-(CYCLOHEXYLAMINO)BENZOIC ACID			PubChem
2615	CHEMBL270497	CHEMBL270497	GuideToPharmacologyInteractions
Cobimetinib	COBIMETINIB	CHEMBL2146883	CGI
CHEMBL1098	BUPIVACAINE	CHEMBL1098	ChemblInteractions
KX2-391	KX2-391	CHEMBL571546	CKB
1750			GuideToPharmacologyInteractions
FOSCARNET SODIUM	FOSCARNET SODIUM	CHEMBL754	PubChem
TMP269	CHEMBL3110004	CHEMBL3110004	PubChem
5628	SPIRONOLACTONE	CHEMBL1393	GuideToPharmacologyInteractions
2829	BIOCHANIN	CHEMBL131921	GuideToPharmacologyInteractions
CHLORPROPAMIDE	CHLORPROPAMIDE	CHEMBL498	PubChem
STYRAMATE	STYRAMATE	CHEMBL2104534	PubChem
N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE	CHEMBL220346	CHEMBL220346	PubChem
SOBETIROME	SOBETIROME	CHEMBL107400	TdgClinicalTrial
IDRA 21	CHEMBL77862	CHEMBL77862	PubChem
ENTRECTINIB	ENTRECTINIB	CHEMBL1983268	CIViC
CHEMBL1645462	AC-480	CHEMBL1645462	ChemblInteractions
SCHEMBL142108	KIFUNENSINE	CHEMBL1233851	PubChem
CHEMBL3545021	Anlotinib	CHEMBL3545021	ChemblInteractions
AC1L1E4N			PubChem
CHEMBL1088750	ARRY-797	CHEMBL1088750	ChemblInteractions
AZATHIOPRINE	AZATHIOPRINE	CHEMBL1542	NCI
HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE	CHEMBL1763	TdgClinicalTrial
MK-1775	AZD-1775	CHEMBL1976040	CGI
3827	KETOTIFEN	CHEMBL534	GuideToPharmacologyInteractions
657	CHEMBL2311192	CHEMBL2311192	GuideToPharmacologyInteractions
BSI			PubChem
4219	CHEMBL77862	CHEMBL77862	GuideToPharmacologyInteractions
AZD1080	AZD-1080	CHEMBL1969664	PubChem
BAZ			PubChem
DCL000550	CHEMBL406845	CHEMBL406845	TTD
CHEMOPREVENTIVE AGENT			NCI
SB-656104	CHEMBL95104	CHEMBL95104	PubChem
PHXA41	LATANOPROST	CHEMBL1051	PubChem
ASPARTYL ADENYLATE	CHEMBL1812061	CHEMBL1812061	PubChem
DAP001059	NITROGLYCERIN	CHEMBL730	TTD
PHENOXYBENZAMINE	PHENOXYBENZAMINE	CHEMBL753	TEND
CAPROSPINOL	CAPROSPINOL	CHEMBL2386881	PubChem
CHEMBL290962	QUINAGOLIDE (CHEMBL290962)	CHEMBL290962	PubChem
BISPHOSPHONATES	MEDRONIC ACID	CHEMBL180570	NCI
CHEMBL408967	CHEMBL408967	CHEMBL408967	PubChem
2299	ALCOHOL	CHEMBL545	GuideToPharmacologyInteractions
4-((3R,4S,5R)-4-AMINO-3,5-DIHYDROXY-HEX-1-YNYL)-5-FLUORO-3-[1-(3-METHOXY-1H-PYRROL-2-YL)-METH-(Z)-YLIDENE]-1,3-DIHYDRO-INDOL-2-ONE	CHEMBL354634	CHEMBL354634	PubChem
2094	PHYSALAEMIN	CHEMBL2370372	GuideToPharmacologyInteractions
ALOPRIM	ALLOPURINOL SODIUM	CHEMBL1200477	PubChem
Belinostat	BELINOSTAT	CHEMBL408513	FDA
8482			GuideToPharmacologyInteractions
Pantoprazole	PANTOPRAZOLE	CHEMBL1502	FDA
4604	CHEMBL1939495	CHEMBL1939495	GuideToPharmacologyInteractions
SERMORELIN	SERMORELIN ACETATE	CHEMBL1201490	PubChem
BRASOFENSINE MALEATE	BRASOFENSINE MALEATE	CHEMBL2106525	PubChem
2-(4-(4-CHLORO-1,2-DIPHENYLBUT-1-EN-1-YL)PHENOXY)-N,N-DIMETHYLETHANAMINE			PubChem
CHEMBL2179319	CHEMBL2179319	CHEMBL2179319	PubChem
TG 4010			TALC
PARDOPRUNOX HYDROCHLORIDE	PARDOPRUNOX HYDROCHLORIDE	CHEMBL2105649	PubChem
3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL			PubChem
9341	FERTIRELIN	CHEMBL2110870	GuideToPharmacologyInteractions
FIIN-2			CKB
3490	APREPITANT	CHEMBL1471	GuideToPharmacologyInteractions
DAP000557	VIGABATRIN	CHEMBL89598	TTD
CHEMBL2164238	CHEMBL2164238	CHEMBL2164238	PubChem
PHENYLEPHRINE	PHENYLEPHRINE	CHEMBL1215	NCI
HESPERIDIN	HESPERIDIN	CHEMBL449317	PubChem
MRS 1523	CHEMBL111545	CHEMBL111545	PubChem
OSU-03012	AR-12	CHEMBL1650595	PubChem
ALFACALCIDOL	ALFACALCIDOL	CHEMBL1601669	PubChem
DAP000529	NIFEDIPINE	CHEMBL193	TTD
RUTIN	RUTIN	CHEMBL226335	NCI
2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL			PubChem
9480			GuideToPharmacologyInteractions
BGT226			CKB
CHEMBL552425	CHEMBL552425	CHEMBL552425	PubChem
RESINIFERATOXIN	RESINIFERATOXIN	CHEMBL448382	TdgClinicalTrial
6373	PERINDOPRILAT	CHEMBL1201368	GuideToPharmacologyInteractions
DCL000905	ARUNDIC ACID	CHEMBL2107727	TTD
CHEMBL1237082	MECAMYLAMINE HYDROCHLORIDE	CHEMBL1237082	ChemblInteractions
DAP001039	FLUTICASONE PROPIONATE	CHEMBL1473	TTD
FOSPHENYTOIN	FOSPHENYTOIN	CHEMBL1201336	PubChem
3009	VALPROIC ACID	CHEMBL109	GuideToPharmacologyInteractions
STF-62247			CKB
DCL000513	DALCETRAPIB	CHEMBL313006	TTD
GSK1070916	GSK-1070916	CHEMBL1090479	PubChem
S,S-(2-HYDROXYETHYL)THIOCYSTEINE			PubChem
DB03250			PubChem
ALPHAPRODIN	ALPHAPRODINE (CHEMBL1623765)	CHEMBL1623765	PubChem
2496			GuideToPharmacologyInteractions
2871	DESOXYCORTICOSTERONE	CHEMBL1498	GuideToPharmacologyInteractions
CHEMBL573077	CHEMBL573077	CHEMBL573077	PubChem
INS-20			TdgClinicalTrial
HC 067047	CHEMBL2133556	CHEMBL2133556	PubChem
6698	CHEMBL458084	CHEMBL458084	GuideToPharmacologyInteractions
K44			PubChem
CHEMBL1233206	CHEMBL1233206	CHEMBL1233206	PubChem
1209	DIZOCILPINE	CHEMBL284237	GuideToPharmacologyInteractions
53214-57-6	RACEPHEDRINE	CHEMBL2110656	PubChem
GR-144053	CHEMBL36326	CHEMBL36326	PubChem
MLS002706541			PubChem
4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE			PubChem
9309	BASIMGLURANT	CHEMBL3301626	GuideToPharmacologyInteractions
AP26113	BRIGATINIB	CHEMBL3545311	TALC
CHEMBL241577	CHEMBL241577	CHEMBL241577	PubChem
ZOPICLONE	ZOPICLONE	CHEMBL135400	TdgClinicalTrial
7415	SORBINIL	CHEMBL266497	GuideToPharmacologyInteractions
640			GuideToPharmacologyInteractions
TORESTEN	THIETHYLPERAZINE MALEATE	CHEMBL1200856	PubChem
Eliglustat	ELIGLUSTAT	CHEMBL2110588	FDA
SULFURIC ACID	SULFURIC ACID	CHEMBL572964	PubChem
CHEMBL1026	FENOLDOPAM MESYLATE	CHEMBL1026	ChemblInteractions
985	PALMITIC ACID	CHEMBL82293	GuideToPharmacologyInteractions
DABRAFENIB	DABRAFENIB	CHEMBL2028663	CIViC
(2S)-2-(4-CHLOROPHENOXY)-3-PHENYLPROPANOIC ACID	CHEMBL364748	CHEMBL364748	PubChem
AC1O5G9Y			PubChem
DCL001020	TRAFERMIN	CHEMBL2108081	TTD
2227	ARCAINE	CHEMBL102740	GuideToPharmacologyInteractions
NBI-56418	ELAGOLIX	CHEMBL1208155	TdgClinicalTrial
38194-50-2	SULINDAC SULFOXIDE	CHEMBL1376	PubChem
5-CHLOROINDOLE	CHEMBL555013	CHEMBL555013	PubChem
NOVOKININ			PubChem
2-AMINO-7-FURAN-2-YL-7,8-DIHYDRO-6H-QUINAZOLIN-5-ONE	CHEMBL1456284	CHEMBL1456284	PubChem
ALDINE	ANILERIDINE HYDROCHLORIDE	CHEMBL1201047	PubChem
CHEMBL1521	ZALEPLON	CHEMBL1521	ChemblInteractions
PANCURONIUM BROMIDE			PubChem
AC1OFCLC	LINCOMYCIN	CHEMBL1447	PubChem
CHEMBL1162	NORETHINDRONE	CHEMBL1162	ChemblInteractions
BUSULPHAN	BUSULFAN	CHEMBL820	NCI
DCL000187	OLCEGEPANT	CHEMBL207197	TTD
9563	OXAZEPAM	CHEMBL568	GuideToPharmacologyInteractions
6459	CILAZAPRIL	CHEMBL515606	GuideToPharmacologyInteractions
CHEMBL1201729	DRONEDARONE HYDROCHLORIDE	CHEMBL1201729	ChemblInteractions
2453	DIHYDROSPINGOSINE	CHEMBL448741	GuideToPharmacologyInteractions
5,6-DIHYDROXYINDOLE	CHEMBL92636	CHEMBL92636	PubChem
KINOME_3819	CHEMBL2007421	CHEMBL2007421	PubChem
CHEMBL1162174	CHEMBL1162174	CHEMBL1162174	PubChem
SCHEMBL2939359			PubChem
Fulvestrant	FULVESTRANT	CHEMBL1358	FDA
CERITINIB	CERITINIB	CHEMBL2403108	DoCM
BETHANIDINE	BETHANIDINE	CHEMBL1201260	TEND
Imipramine	IMIPRAMINE	CHEMBL11	FDA
8477			GuideToPharmacologyInteractions
1599			GuideToPharmacologyInteractions
EP 171	ABACAVIR	CHEMBL1380	PubChem
5773			GuideToPharmacologyInteractions
ISOFLURANE	ISOFLURANE	CHEMBL1256	PubChem
ALVELESTAT	MOXALACTAM	CHEMBL74632	PubChem
DCL000775			TTD
4959			GuideToPharmacologyInteractions
BENAZEPRIL	BENAZEPRIL	CHEMBL838	TEND
AMRINONE			PubChem
CPD000058856	DEOXYMETHASONE	CHEMBL16829	PubChem
CINNARIZINE	CINNARIZINE	CHEMBL43064	PubChem
DRAGON	CHEMBL601463	CHEMBL601463	PubChem
835			GuideToPharmacologyInteractions
KETANSERIN	KETANSERIN	CHEMBL51	PubChem
UNII-8V8EF6094N	OLESOXIME	CHEMBL3545254	PubChem
TACROLIMUS (ANHYDROUS)	TACROLIMUS	CHEMBL269732	PubChem
SPIRAMIDE	SPIRAMIDE	CHEMBL79834	PubChem
OLEAMIDE	OLEAMIDE	CHEMBL15927	PubChem
TRIMETREXATE	TRIMETREXATE	CHEMBL119	NCI
BIMOCLOMOL	BIMOCLOMOL	CHEMBL2104595	PubChem
(2R)-3-SULFANYLPROPANE-1,2-DIOL	MONOTHIOGLYCEROL	CHEMBL1398948	PubChem
9193	ZYKLOPHIN	CHEMBL2372399	GuideToPharmacologyInteractions
ETHOPROPAZINE	ETHOPROPAZINE	CHEMBL1206	TEND
DALGAN	DEZOCINE	CHEMBL1685	PubChem
BAMBUTEROL HYDROCHLORIDE	CHEMBL1603534	CHEMBL1603534	PubChem
CHEMBL2431464	CHEMBL2431464	CHEMBL2431464	PubChem
MRS-1067	CHEMBL89093	CHEMBL89093	PubChem
4212			GuideToPharmacologyInteractions
OSI-027	OSI-027	CHEMBL3120215	TdgClinicalTrial
CYANOCOBALAMIN	CYANOCOBALAMIN	CHEMBL2110563	PubChem
9324			GuideToPharmacologyInteractions
439288-66-1			PubChem
4513			GuideToPharmacologyInteractions
7874	Roniciclib	CHEMBL3544942	GuideToPharmacologyInteractions
CSA	CYCLOSPORINE	CHEMBL160	NCI
6466	CIPEMASTAT	CHEMBL115653	GuideToPharmacologyInteractions
CHEMBL216981	NAVARIXIN	CHEMBL216981	ChemblInteractions
5662	AT-7519	CHEMBL445813	GuideToPharmacologyInteractions
8515			GuideToPharmacologyInteractions
FENRETINIDE	FENRETINIDE	CHEMBL7301	TdgClinicalTrial
AH23848	CHEMBL304858	CHEMBL304858	PubChem
ROTIGOTINE	ROTIGOTINE	CHEMBL1303	TdgClinicalTrial
METHYLNORADRENALINE	NORDEFRIN	CHEMBL764	PubChem
MGN1703			TdgClinicalTrial
DCL001116	OCINAPLON	CHEMBL2105199	TTD
125	TRYPTAMINE	CHEMBL6640	GuideToPharmacologyInteractions
A-PRODINE	CHEMBL3301934	CHEMBL3301934	PubChem
CHEMBL2103803	DAROTROPIUM BROMIDE	CHEMBL2103803	ChemblInteractions
UNII-60045PL22T			PubChem
APLINDORE FUMARATE	APLINDORE FUMARATE	CHEMBL2104864	PubChem
SPHINGOSINE	SPHINGOSINE	CHEMBL67166	PubChem
Nilotinib	NILOTINIB	CHEMBL255863	CGI
DCL000348	VATALANIB	CHEMBL101253	TTD
584555-10-2	CHEMBL425190	CHEMBL425190	PubChem
CHEMBL1720	PALONOSETRON HYDROCHLORIDE	CHEMBL1720	ChemblInteractions
RABEPRAZOLE	RABEPRAZOLE	CHEMBL1219	PubChem
Demcizumab	DEMCIZUMAB	CHEMBL2109384	CKB
1H-BENZIMIDAZOLE-2-CARBOXYLIC ACID			PubChem
SAREDUTANT	SAREDUTANT	CHEMBL308148	PubChem
ETILEVODOPA	ETILEVODOPA	CHEMBL1823681	TdgClinicalTrial
CHEMBL1201863	DEXLANSOPRAZOLE	CHEMBL1201863	ChemblInteractions
2612			GuideToPharmacologyInteractions
745			GuideToPharmacologyInteractions
DCL000727	BLONANSERIN	CHEMBL178803	TTD
108340-81-4	INS(1,4,5)P3	CHEMBL279107	PubChem
PEXIDARTINIB	PLX-3397	CHEMBL3545158	PubChem
CAY10583			PubChem
5779	CHEMBL444125	CHEMBL444125	GuideToPharmacologyInteractions
1,8-DI-HYDROXY-4-NITRO-ANTHRAQUINONE	CHEMBL574060	CHEMBL574060	PubChem
CHEMBL635	PREDNISONE	CHEMBL635	ChemblInteractions
4047	VORAPAXAR	CHEMBL493982	GuideToPharmacologyInteractions
INDECAINIDE	INDECAINIDE	CHEMBL1201242	PubChem
CILENGITIDE	CILENGITIDE	CHEMBL429876	TdgClinicalTrial
CHEMBL103	PROGESTERONE	CHEMBL103	ChemblInteractions
8072	CHEMBL1794051	CHEMBL1794051	GuideToPharmacologyInteractions
914			GuideToPharmacologyInteractions
RESERPINE	RESERPINE	CHEMBL772	TEND
8720			GuideToPharmacologyInteractions
SCOPOLAMINE METHYL BROMIDE	METHSCOPOLAMINE BROMIDE	CHEMBL1201024	PubChem
PD 158780	CHEMBL53753	CHEMBL53753	PubChem
UK-356618	CHEMBL117225	CHEMBL117225	PubChem
JB991			TdgClinicalTrial
DAP000842	AMINOGLUTETHIMIDE	CHEMBL488	TTD
CHEMBL3545033	LY2828360	CHEMBL3545033	ChemblInteractions
Refametinib	Refametinib	CHEMBL2138601	CKB
17-AAG	CHEMBL126955	CHEMBL126955	NCI
CEDIRANIB	CEDIRANIB	CHEMBL491473	TALC
2	QUINPIROLE	CHEMBL240773	GuideToPharmacologyInteractions
VERAPAMIL	VERAPAMIL	CHEMBL6966	PubChem
9094	LANADELUMAB	CHEMBL3545189	GuideToPharmacologyInteractions
CHEMBL481608	CHEMBL481608	CHEMBL481608	PubChem
1684			GuideToPharmacologyInteractions
SELUMETINIB	SELUMETINIB	CHEMBL1614701	TALC
CYCLOBENZAPRINE	CYCLOBENZAPRINE	CHEMBL669	PubChem
1-DEOXY-1-THIO-HEPTAETHYLENE GLYCOL			PubChem
2332			GuideToPharmacologyInteractions
CORTICOTROPIN	CORTICOTROPIN	CHEMBL1201610	PubChem
PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	CHEMBL1200750	PubChem
FLUOCINOLONE ACETONIDE 21-ACETATE	CHEMBL1708010	CHEMBL1708010	PubChem
ARGININOSUCCINATE			PubChem
DL-DOPA	CHEMBL351042	CHEMBL351042	PubChem
4671			GuideToPharmacologyInteractions
3-METHYLGLUTAMIC ACID	O-BENZYL-l-SERINE	CHEMBL1235900	PubChem
5706	TAMATINIB	CHEMBL475251	GuideToPharmacologyInteractions
6811	ENOXAPARIN	CHEMBL1201685	GuideToPharmacologyInteractions
(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE	CHEMBL385711	CHEMBL385711	PubChem
METHYLPHENIDATE	METHYLPHENIDATE	CHEMBL796	PubChem
DCL000911	CHEMBL2078915	CHEMBL2078915	TTD
KETAMINE	KETAMINE	CHEMBL742	TdgClinicalTrial
CHEMBL115357	CHEMBL115357	CHEMBL115357	PubChem
5771			GuideToPharmacologyInteractions
BEZAFIBRATE	BEZAFIBRATE	CHEMBL264374	TEND
TETRACAINE	TETRACAINE	CHEMBL698	PubChem
CHEMBL1743043	MOXETUMOMAB PASUDOTOX	CHEMBL1743043	ChemblInteractions
1-ISOPROPYLTRYPTAMINE	EPOPROSTENOL	CHEMBL1139	PubChem
GDC-0623			MyCancerGenome
7026	CHEMBL1336959	CHEMBL1336959	GuideToPharmacologyInteractions
UNII-3E3D8T1GIX			PubChem
UBIQUINONE-2	Coenzyme Q2	CHEMBL1236595	PubChem
OXYDE ARSENIEUX	ARSENIC TRIOXIDE	CHEMBL1200978	PubChem
176	ACETIC ACID	CHEMBL539	GuideToPharmacologyInteractions
PRELUDIN	PHENMETRAZINE HYDROCHLORIDE	CHEMBL1200483	PubChem
5946	CHEMBL261720	CHEMBL261720	GuideToPharmacologyInteractions
1135	CHEMBL1210015	CHEMBL1210015	GuideToPharmacologyInteractions
2-N-(3-CHLORO-4-METHOXYPHENYL)-4-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE	CHEMBL403673	CHEMBL403673	PubChem
US8846658, 92			PubChem
HEXOBARBITAL	HEXOBARBITAL	CHEMBL7728	PubChem
CHEMBL249334	CHEMBL249334	CHEMBL249334	PubChem
TESTOSTERONE	TESTOSTERONE	CHEMBL386630	TEND
1029			GuideToPharmacologyInteractions
CALCITRIOL	CALCITRIOL	CHEMBL846	TEND
925			GuideToPharmacologyInteractions
5683	CHEMBL464552	CHEMBL464552	GuideToPharmacologyInteractions
ACARBOSE	ACARBOSE	CHEMBL1566	NCI
DAP001049	CAPROMAB	CHEMBL2108285	TTD
CYPROTERONE	CYPROTERONE	CHEMBL142130	TEND
ESMIRTAZAPINE	ESMIRTAZAPINE	CHEMBL1366933	TdgClinicalTrial
BIRINAPANT	BIRINAPANT	CHEMBL3039522	ClearityFoundationClinicalTrial
313516-66-4	CHEMBL510698	CHEMBL510698	PubChem
4-HC	PERFOSFAMIDE	CHEMBL61511	NCI
PANITUMUMAB	PANITUMUMAB	CHEMBL1201827	MyCancerGenome
UNII-6YF0SHR37T	CHEMBL1269257	CHEMBL1269257	PubChem
SODIUM BENZOATE	SODIUM BENZOATE	CHEMBL1356	PubChem
DEXAMETHASONE 21-ACETATE	DEXAMETHASONE ACETATE	CHEMBL1651	PubChem
DCL000009	XL-418	CHEMBL3544935	TTD
1903			GuideToPharmacologyInteractions
HYDRALAZINE	HYDRALAZINE	CHEMBL276832	TdgClinicalTrial
8538			GuideToPharmacologyInteractions
ADX-2 SERIES			PubChem
TOPOTECAN	TOPOTECAN	CHEMBL84	NCI
NSC602670	CHEMBL178240	CHEMBL178240	PubChem
VATALANIB SUCCINATE	VATALANIB	CHEMBL101253	PubChem
DCL000663	XALIPRODEN	CHEMBL1512580	TTD
DCL000457	CHEMBL3219124	CHEMBL3219124	TTD
ARD-07	MACIMORELIN	CHEMBL278623	TdgClinicalTrial
METHYLPHENIDATE	METHYLPHENIDATE	CHEMBL796	TEND
9001			GuideToPharmacologyInteractions
EDROPHONIUM	EDROPHONIUM	CHEMBL1104	TdgClinicalTrial
808			GuideToPharmacologyInteractions
ANDANTOL	ISOTHIPENDYL HYDROCHLORIDE	CHEMBL2107246	PubChem
DAP000320	BUDESONIDE	CHEMBL1370	TTD
1221	ARPROMIDINE	CHEMBL293802	GuideToPharmacologyInteractions
CHEMBL3544956	Pyrotinib	CHEMBL3544956	ChemblInteractions
LEUPROLIDE	LEUPROLIDE	CHEMBL1201199	TdgClinicalTrial
DB02162	MESALAMINE	CHEMBL704	PubChem
ANTI-ULCER AGENT			NCI
LGD-4665			TdgClinicalTrial
9236			GuideToPharmacologyInteractions
TALBUTAL	TALBUTAL	CHEMBL1200802	TdgClinicalTrial
15(S)-LATANOPROST			PubChem
FROVATRIPTAN	FROVATRIPTAN	CHEMBL1279	TEND
TIROFIBAN	TIROFIBAN	CHEMBL916	TdgClinicalTrial
4631			GuideToPharmacologyInteractions
ZINC33295969			PubChem
DCL001164	CHEMBL2147475	CHEMBL2147475	TTD
CHEMBL1200898	METOPROLOL FUMARATE	CHEMBL1200898	ChemblInteractions
DCL000296	ATRASENTAN	CHEMBL9194	TTD
FANANSERIN	FANANSERIN	CHEMBL83894	PubChem
2311	APAMIN	CHEMBL525408	GuideToPharmacologyInteractions
CHEMBL1201103	METHOXAMINE HYDROCHLORIDE	CHEMBL1201103	ChemblInteractions
CI-1033			PubChem
1528	CHEMBL1774204	CHEMBL1774204	GuideToPharmacologyInteractions
5-HCO-H4PTEGLU			PubChem
BIO-0921	TACROLIMUS	CHEMBL269732	PubChem
8675			GuideToPharmacologyInteractions
SR-142801	OSANETANT	CHEMBL346178	PubChem
204656-20-2	LIRAGLUTIDE	CHEMBL1201866	PubChem
TRIPROLIDINE HYDROCHLORIDE MONOHYDRATE	CHEMBL3188034	CHEMBL3188034	PubChem
ALITRETINOIN	ALITRETINOIN	CHEMBL705	PubChem
ERYTHROMYCIN, [N-METHYL-14C]			PubChem
CHEMBL1089962	FRUCTOSE 1,6-DIPHOSPHATE	CHEMBL1089962	PubChem
2068			GuideToPharmacologyInteractions
S-(4-NITROBENZYL)-6-THIOINOSINE	NITROBENZYLMERCAPTOPURINE RIBONUCLEOSIDE	CHEMBL418509	PubChem
CHEMBL62023	CHEMBL544755	CHEMBL544755	PubChem
DAP000342	TROSPIUM	CHEMBL1888176	TTD
Citalopram	CITALOPRAM	CHEMBL549	FDA
PAZOPANI			ClearityFoundationClinicalTrial
TRO-19622	OLESOXIME	CHEMBL3545254	PubChem
8801	NYSTATIN	CHEMBL229383	GuideToPharmacologyInteractions
4-{[(1R,2S)-1,2-DIHYDROXY-2-METHYL-3-(4-NITROPHENOXY)PROPYL]AMINO}-2-(TRIFLUOROMETHYL)BENZONITRILE			PubChem
ASTEMIZOLE	ASTEMIZOLE	CHEMBL296419	PubChem
CYCLOHEXANOL	CYCLOHEXANOL	CHEMBL32010	PubChem
CHEMBL3544997	LS-104	CHEMBL3544997	ChemblInteractions
PHYTOESTROGEN			NCI
BMS-275291	REBIMASTAT	CHEMBL76222	NCI
